productkey,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category
1195,fabrikam_home_and_vacation_moviemaker_23_17mm_m103_grey,fabrikam,grey,301.21,655.0,405,camcorders,4,cameras_and_camcorders
1196,fabrikam_budget_moviemaker_1_25mm_e400_grey,fabrikam,grey,215.15,422.0,405,camcorders,4,cameras_and_camcorders
1197,fabrikam_budget_moviemaker_12_3mm_e300_grey,fabrikam,grey,220.25,432.0,405,camcorders,4,cameras_and_camcorders
1198,fabrikam_budget_moviemaker_13_85mm_e200_grey,fabrikam,grey,209.54,411.0,405,camcorders,4,cameras_and_camcorders
1199,fabrikam_budget_moviemaker_23_17mm_e100_grey,fabrikam,grey,209.03,410.0,405,camcorders,4,cameras_and_camcorders
1200,fabrikam_trendsetter_1_25mm_x400_grey,fabrikam,grey,331.32,1000.0,405,camcorders,4,cameras_and_camcorders
1201,fabrikam_trendsetter_12_3mm_x300_grey,fabrikam,grey,330.99,999.0,405,camcorders,4,cameras_and_camcorders
1202,fabrikam_trendsetter_13_85mm_x200_grey,fabrikam,grey,330.66,998.0,405,camcorders,4,cameras_and_camcorders
1203,fabrikam_trendsetter_23_17mm_x100_grey,fabrikam,grey,324.69,980.0,405,camcorders,4,cameras_and_camcorders
1204,fabrikam_independent_filmmaker_1_25mm_x400_grey,fabrikam,grey,530.11,1600.0,405,camcorders,4,cameras_and_camcorders
1205,fabrikam_independent_filmmaker_12_3mm_x300_grey,fabrikam,grey,523.49,1580.0,405,camcorders,4,cameras_and_camcorders
1206,fabrikam_independent_filmmaker_13_85mm_x200_grey,fabrikam,grey,516.86,1560.0,405,camcorders,4,cameras_and_camcorders
1207,fabrikam_independent_filmmaker_23_17mm_x100_grey,fabrikam,grey,503.61,1520.0,405,camcorders,4,cameras_and_camcorders
1208,fabrikam_business_videographer_1_25mm_m600_grey,fabrikam,grey,409.28,890.0,405,camcorders,4,cameras_and_camcorders
1209,fabrikam_business_videographer_12_3mm_m500_grey,fabrikam,grey,404.68,880.0,405,camcorders,4,cameras_and_camcorders
1210,fabrikam_business_videographer_13_85mm_m380_grey,fabrikam,grey,395.48,860.0,405,camcorders,4,cameras_and_camcorders
1211,fabrikam_business_videographer_23_17mm_m280_grey,fabrikam,grey,390.88,850.0,405,camcorders,4,cameras_and_camcorders
1212,fabrikam_social_videographer_1_25mm_e400_grey,fabrikam,grey,91.77,180.0,405,camcorders,4,cameras_and_camcorders
1213,fabrikam_social_videographer_12_3mm_e300_grey,fabrikam,grey,86.67,170.0,405,camcorders,4,cameras_and_camcorders
1214,fabrikam_social_videographer_13_85mm_e200_grey,fabrikam,grey,84.12,165.0,405,camcorders,4,cameras_and_camcorders
1215,fabrikam_social_videographer_23_17mm_e100_grey,fabrikam,grey,81.57,160.0,405,camcorders,4,cameras_and_camcorders
1216,fabrikam_home_and_vacation_moviemaker_1_25mm_m400_black,fabrikam,black,285.12,620.0,405,camcorders,4,cameras_and_camcorders
1217,fabrikam_home_and_vacation_moviemaker_12_3mm_m300_black,fabrikam,black,255.68,556.0,405,camcorders,4,cameras_and_camcorders
1218,fabrikam_home_and_vacation_moviemaker_13_85mm_m200_black,fabrikam,black,293.39,638.0,405,camcorders,4,cameras_and_camcorders
1219,fabrikam_home_and_vacation_moviemaker_23_17mm_m103_blue,fabrikam,blue,305.81,665.0,405,camcorders,4,cameras_and_camcorders
1220,fabrikam_budget_moviemaker_1_25mm_e400_black,fabrikam,black,230.44,452.0,405,camcorders,4,cameras_and_camcorders
1221,fabrikam_budget_moviemaker_12_3mm_e300_black,fabrikam,black,245.74,482.0,405,camcorders,4,cameras_and_camcorders
1222,fabrikam_budget_moviemaker_13_85mm_e200_black,fabrikam,black,219.74,431.0,405,camcorders,4,cameras_and_camcorders
1223,fabrikam_budget_moviemaker_23_17mm_e100_black,fabrikam,black,234.52,460.0,405,camcorders,4,cameras_and_camcorders
1224,fabrikam_trendsetter_1_25mm_x400_black,fabrikam,black,341.26,1030.0,405,camcorders,4,cameras_and_camcorders
1225,fabrikam_trendsetter_12_3mm_x300_orange,fabrikam,orange,331.32,1000.0,405,camcorders,4,cameras_and_camcorders
1226,fabrikam_trendsetter_13_85mm_x200_black,fabrikam,black,330.99,999.0,405,camcorders,4,cameras_and_camcorders
1227,fabrikam_trendsetter_23_17mm_x100_orange,fabrikam,orange,327.34,988.0,405,camcorders,4,cameras_and_camcorders
1228,fabrikam_independent_filmmaker_1_25mm_x400_blue,fabrikam,blue,536.74,1620.0,405,camcorders,4,cameras_and_camcorders
1229,fabrikam_independent_filmmaker_12_3mm_x300_black,fabrikam,black,516.86,1560.0,405,camcorders,4,cameras_and_camcorders
1230,fabrikam_independent_filmmaker_13_85mm_x200_blue,fabrikam,blue,506.92,1530.0,405,camcorders,4,cameras_and_camcorders
1231,fabrikam_independent_filmmaker_23_17mm_x100_black,fabrikam,black,496.98,1500.0,405,camcorders,4,cameras_and_camcorders
1232,fabrikam_business_videographer_1_25mm_m600_black,fabrikam,black,408.36,888.0,405,camcorders,4,cameras_and_camcorders
1233,fabrikam_business_videographer_12_3mm_m500_blue,fabrikam,blue,403.76,878.0,405,camcorders,4,cameras_and_camcorders
1234,fabrikam_business_videographer_13_85mm_m380_blue,fabrikam,blue,393.64,856.0,405,camcorders,4,cameras_and_camcorders
1235,fabrikam_business_videographer_23_17mm_m280_blue,fabrikam,blue,385.37,838.0,405,camcorders,4,cameras_and_camcorders
1236,fabrikam_social_videographer_1_25mm_e400_blue,fabrikam,blue,95.85,188.0,405,camcorders,4,cameras_and_camcorders
1237,fabrikam_social_videographer_12_3mm_e300_blue,fabrikam,blue,90.75,178.0,405,camcorders,4,cameras_and_camcorders
1238,fabrikam_social_videographer_13_85mm_e200_blue,fabrikam,blue,85.65,168.0,405,camcorders,4,cameras_and_camcorders
1239,fabrikam_social_videographer_23_17mm_e100_blue,fabrikam,blue,80.55,158.0,405,camcorders,4,cameras_and_camcorders
1240,fabrikam_business_videographer_12_3mm_m500_white,fabrikam,white,403.76,878.0,405,camcorders,4,cameras_and_camcorders
1241,fabrikam_business_videographer_13_85mm_m380_white,fabrikam,white,393.64,856.0,405,camcorders,4,cameras_and_camcorders
1242,fabrikam_business_videographer_23_17mm_m280_white,fabrikam,white,385.37,838.0,405,camcorders,4,cameras_and_camcorders
1243,fabrikam_social_videographer_1_25mm_e400_white,fabrikam,white,95.85,188.0,405,camcorders,4,cameras_and_camcorders
1244,fabrikam_social_videographer_12_3mm_e300_white,fabrikam,white,90.75,178.0,405,camcorders,4,cameras_and_camcorders
1245,fabrikam_social_videographer_13_85mm_e200_white,fabrikam,white,85.65,168.0,405,camcorders,4,cameras_and_camcorders
1246,fabrikam_social_videographer_23_17mm_e100_white,fabrikam,white,80.55,158.0,405,camcorders,4,cameras_and_camcorders
1247,contoso_rechargeable_liion_battery_pack_e300_silver,contoso,silver,25.49,49.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1248,contoso_rechargeable_liion_battery_pack_e300_black,contoso,black,25.49,49.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1249,contoso_rechargeable_liion_battery_pack_e300_white,contoso,white,25.49,49.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1250,contoso_travel_charger_for_sseries_battery_e302_silver,contoso,silver,30.58,59.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1251,contoso_travel_charger_for_sseries_battery_e302_black,contoso,black,30.58,59.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1252,contoso_travel_charger_for_sseries_battery_e302_white,contoso,white,30.58,59.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1253,contoso_general_carrying_case_e304_silver,contoso,silver,10.19,19.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1254,contoso_general_carrying_case_e304_black,contoso,black,10.19,19.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1255,contoso_general_carrying_case_e304_white,contoso,white,10.19,19.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1256,contoso_general_carrying_case_e304_blue,contoso,blue,10.19,19.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1257,contoso_cyber_shot_digital_cameras_adapter_e306_pink,contoso,pink,20.39,39.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1258,contoso_cyber_shot_digital_cameras_adapter_e306_blue,contoso,blue,20.39,39.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1259,contoso_cyber_shot_digital_cameras_adapter_e306_black,contoso,black,20.39,39.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1260,contoso_multiuse_terminal_cable_e308_silver,contoso,silver,18.86,36.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1261,contoso_multiuse_terminal_cable_e308_white,contoso,white,18.86,36.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1262,contoso_multiuse_terminal_cable_e308_black,contoso,black,18.86,36.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1263,contoso_rechargeable_battery_pack_e310_silver,contoso,silver,35.68,69.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1264,contoso_rechargeable_battery_pack_e310_black,contoso,black,35.68,69.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1265,contoso_rechargeable_battery_pack_e310_white,contoso,white,35.68,69.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1266,contoso_carrying_case_e312_silver,contoso,silver,25.47,49.96,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1267,contoso_carrying_case_e312_pink,contoso,pink,25.47,49.96,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1268,contoso_carrying_case_e312_white,contoso,white,25.47,49.96,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1269,contoso_carrying_case_e312_blue,contoso,blue,25.47,49.96,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1270,contoso_lens_cap_keeper_e314_pink,contoso,pink,3.54,6.95,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1271,contoso_lens_cap_keeper_e314_yellow,contoso,yellow,3.54,6.95,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1272,contoso_lens_cap_keeper_e314_white,contoso,white,3.54,6.95,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1273,contoso_lens_cap_keeper_e314_silver,contoso,silver,3.54,6.95,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1274,contoso_digital_cameras_lightweight_tripod_e316_white,contoso,white,26.58,52.13,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1275,contoso_digital_cameras_lightweight_tripod_e316_black,contoso,black,26.58,52.13,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1276,contoso_digital_cameras_lightweight_tripod_e316_pink,contoso,pink,26.58,52.13,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1277,contoso_digital_cameras_lightweight_tripod_e316_silver,contoso,silver,26.58,52.13,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1278,contoso_general_soft_carrying_case_e318_blue,contoso,blue,7.64,14.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1279,contoso_general_soft_carrying_case_e318_black,contoso,black,7.64,14.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1280,contoso_general_soft_carrying_case_e318_silver,contoso,silver,7.64,14.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1281,contoso_general_soft_carrying_case_e318_white,contoso,white,7.64,14.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1282,contoso_mini_battery_charger_kit_e320_red,contoso,red,12.74,24.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1283,contoso_mini_battery_charger_kit_e320_white,contoso,white,12.74,24.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1284,contoso_mini_battery_charger_kit_e320_black,contoso,black,12.74,24.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1285,contoso_mini_battery_charger_kit_e320_silver,contoso,silver,12.74,24.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1286,contoso_genuine_leather_grip_belt_e322_black,contoso,black,39.76,77.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1287,contoso_genuine_leather_grip_belt_e322_white,contoso,white,39.76,77.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1288,contoso_genuine_leather_grip_belt_e322_silver,contoso,silver,39.76,77.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1289,contoso_genuine_leather_grip_belt_e322_grey,contoso,grey,39.76,77.99,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1290,contoso_macro_zoom_lens_x300_silver,contoso,silver,121.45,366.55,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1291,contoso_macro_zoom_lens_x300_white,contoso,white,121.45,366.55,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1292,contoso_macro_zoom_lens_x300_black,contoso,black,121.45,366.55,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1293,contoso_telephoto_conversion_lens_x400_silver,contoso,silver,197.14,595.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1294,contoso_telephoto_conversion_lens_x400_white,contoso,white,197.14,595.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1295,contoso_telephoto_conversion_lens_x400_black,contoso,black,197.14,595.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1296,contoso_usb_cable_m250_black,contoso,black,11.5,25.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1297,contoso_usb_cable_m250_white,contoso,white,11.5,25.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1298,contoso_usb_cable_m250_yellow,contoso,yellow,11.5,25.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1299,contoso_usb_cable_m250_blue,contoso,blue,11.5,25.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1300,contoso_telephoto_conversion_lens_m350_black,contoso,black,43.69,95.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1301,contoso_telephoto_conversion_lens_m350_white,contoso,white,43.69,95.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1302,contoso_telephoto_conversion_lens_m350_silver,contoso,silver,43.69,95.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1303,contoso_telephoto_conversion_lens_m350_blue,contoso,blue,43.69,95.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1304,contoso_lens_adapter_m450_white,contoso,white,31.27,68.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1305,contoso_lens_adapter_m450_silver,contoso,silver,31.27,68.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1306,contoso_lens_adapter_m450_black,contoso,black,31.27,68.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1307,contoso_lens_adapter_m450_grey,contoso,grey,31.27,68.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1308,contoso_digital_cameracamcorder_usb_cable_e324_purple,contoso,purple,14.28,28.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1309,contoso_digital_cameracamcorder_usb_cable_e324_black,contoso,black,14.28,28.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1310,contoso_digital_cameracamcorder_usb_cable_e324_silver,contoso,silver,14.28,28.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1311,contoso_digital_cameracamcorder_usb_cable_e324_white,contoso,white,14.28,28.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1312,contoso_conversion_lens_m550_blue,contoso,blue,94.27,205.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1313,contoso_conversion_lens_m550_black,contoso,black,94.27,205.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1314,contoso_conversion_lens_m550_silver,contoso,silver,94.27,205.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1315,contoso_conversion_lens_m550_pink,contoso,pink,94.27,205.0,406,cameras_camcorders_accessories,4,cameras_and_camcorders
1316,contoso_singleline_phones_e10_black,contoso,black,5.09,9.99,501,home_office_phones,5,cell_phones
1317,contoso_dual_handset_cordless_phone_system_e20_black,contoso,black,6.62,12.99,501,home_office_phones,5,cell_phones
1318,contoso_3_handset_cordless_phone_system_e30_black,contoso,black,8.66,16.99,501,home_office_phones,5,cell_phones
1319,contoso_multiline_phones_m30_black,contoso,black,10.57,22.99,501,home_office_phones,5,cell_phones
1320,contoso_ksuless_key_system_m38_black,contoso,black,12.41,26.99,501,home_office_phones,5,cell_phones
1321,contoso_hybrid_system_m60_black,contoso,black,13.33,28.99,501,home_office_phones,5,cell_phones
1322,contoso_private_branch_exchange_m88_black,contoso,black,15.17,32.99,501,home_office_phones,5,cell_phones
1323,contoso_4_handset_cordless_phone_system_m86_black,contoso,black,16.55,35.99,501,home_office_phones,5,cell_phones
1324,contoso_private_automatic_branch_exchange_m65_black,contoso,black,17.93,38.99,501,home_office_phones,5,cell_phones
1325,contoso_electronic_private_automatic_branch_exchange_m90_black,contoso,black,18.39,39.99,501,home_office_phones,5,cell_phones
1326,contoso_centrex_phone_system_l10_black,contoso,black,14.24,42.99,501,home_office_phones,5,cell_phones
1327,contoso_in_front_of_centrex_l15_black,contoso,black,15.57,46.99,501,home_office_phones,5,cell_phones
1328,contoso_behind_centrex_x15_black,contoso,black,16.56,49.99,501,home_office_phones,5,cell_phones
1329,contoso_phone_with_13number_memory_210_m301_black,contoso,black,7.81,16.99,501,home_office_phones,5,cell_phones
1330,contoso_expandable_cordless_phone_system_m008_black,contoso,black,10.57,22.99,501,home_office_phones,5,cell_phones
1331,contoso_phone_system_accessory_handset_with_charger_m308_black,contoso,black,12.41,26.99,501,home_office_phones,5,cell_phones
1332,contoso_2line_corded_cordless_telephone_m202_black,contoso,black,13.33,28.99,501,home_office_phones,5,cell_phones
1333,contoso_4line_corded_cordless_telephone_m203_black,contoso,black,15.17,32.99,501,home_office_phones,5,cell_phones
1334,contoso_expandable_3handset_cordless_phone_system_m204_black,contoso,black,16.55,35.99,501,home_office_phones,5,cell_phones
1335,contoso_expandable_2handset_cordless_phone_system_m205_black,contoso,black,18.48,40.19,501,home_office_phones,5,cell_phones
1336,contoso_expandable_4handset_cordless_phone_system_m206_black,contoso,black,20.15,43.81,501,home_office_phones,5,cell_phones
1337,contoso_expandable1handset_cordless_phone_system_m207_black,contoso,black,21.82,47.44,501,home_office_phones,5,cell_phones
1338,contoso_digital_cordless_expansion_handset_phone_m900_black,contoso,black,15.17,32.99,501,home_office_phones,5,cell_phones
1339,contoso_2line_speakerphone_m109_black,contoso,black,16.55,35.99,501,home_office_phones,5,cell_phones
1340,contoso_phone_with_memory_dialingsingle_line_e88_black,contoso,black,7.23,14.19,501,home_office_phones,5,cell_phones
1341,contoso_phone_with_memory_dialing2_lines_e90_black,contoso,black,8.16,16.0,501,home_office_phones,5,cell_phones
1342,contoso_integrated_business_phone_with_card_l10_black,contoso,black,13.92,42.0,501,home_office_phones,5,cell_phones
1343,contoso_integrated_business_phone_l08_black,contoso,black,10.27,31.0,501,home_office_phones,5,cell_phones
1344,contoso_phone_for_msn_e200_black,contoso,black,8.16,16.0,501,home_office_phones,5,cell_phones
1345,contoso_4line_expandable_cordless_phone_system_m900_black,contoso,black,10.12,22.0,501,home_office_phones,5,cell_phones
1346,contoso_lifestyles_series_big_button_cordless_phone_m800_black,contoso,black,10.58,23.0,501,home_office_phones,5,cell_phones
1347,contoso_bedroom_phone_with_amfm_stereo_and_call_waiting_caller_id_m600_black,contoso,black,9.66,21.0,501,home_office_phones,5,cell_phones
1348,contoso_waterproof_accessory_handset_and_charging_cradle_m609_black,contoso,black,10.57,22.99,501,home_office_phones,5,cell_phones
1349,contoso_singleline_phones_e10_white,contoso,white,5.09,9.99,501,home_office_phones,5,cell_phones
1350,contoso_dual_handset_cordless_phone_system_e20_white,contoso,white,6.62,12.99,501,home_office_phones,5,cell_phones
1351,contoso_3_handset_cordless_phone_system_e30_white,contoso,white,8.66,16.99,501,home_office_phones,5,cell_phones
1352,contoso_multiline_phones_m30_white,contoso,white,10.57,22.99,501,home_office_phones,5,cell_phones
1353,contoso_ksuless_key_system_m38_white,contoso,white,12.41,26.99,501,home_office_phones,5,cell_phones
1354,contoso_hybrid_system_m60_white,contoso,white,13.33,28.99,501,home_office_phones,5,cell_phones
1355,contoso_private_branch_exchange_m88_white,contoso,white,15.17,32.99,501,home_office_phones,5,cell_phones
1356,contoso_4_handset_cordless_phone_system_m86_white,contoso,white,16.55,35.99,501,home_office_phones,5,cell_phones
1357,contoso_private_automatic_branch_exchange_m65_white,contoso,white,17.93,38.99,501,home_office_phones,5,cell_phones
1358,contoso_electronic_private_automatic_branch_exchange_m90_white,contoso,white,18.39,39.99,501,home_office_phones,5,cell_phones
1359,contoso_centrex_phone_system_l10_white,contoso,white,14.24,42.99,501,home_office_phones,5,cell_phones
1360,contoso_in_front_of_centrex_l15_white,contoso,white,15.57,46.99,501,home_office_phones,5,cell_phones
1361,contoso_behind_centrex_x15_white,contoso,white,16.56,49.99,501,home_office_phones,5,cell_phones
1362,contoso_phone_with_13number_memory_210_m301_white,contoso,white,7.81,16.99,501,home_office_phones,5,cell_phones
1363,contoso_expandable_cordless_phone_system_m008_white,contoso,white,10.57,22.99,501,home_office_phones,5,cell_phones
1364,contoso_phone_system_accessory_handset_with_charger_m308_white,contoso,white,12.41,26.99,501,home_office_phones,5,cell_phones
1365,contoso_2line_corded_cordless_telephone_m202_white,contoso,white,13.33,28.99,501,home_office_phones,5,cell_phones
1366,contoso_4line_corded_cordless_telephone_m203_white,contoso,white,15.17,32.99,501,home_office_phones,5,cell_phones
1367,contoso_expandable_3handset_cordless_phone_system_m204_white,contoso,white,16.55,35.99,501,home_office_phones,5,cell_phones
1368,contoso_expandable_2handset_cordless_phone_system_m205_white,contoso,white,18.48,40.19,501,home_office_phones,5,cell_phones
1369,contoso_expandable_4handset_cordless_phone_system_m206_white,contoso,white,20.15,43.81,501,home_office_phones,5,cell_phones
1370,contoso_expandable1handset_cordless_phone_system_m207_white,contoso,white,21.82,47.44,501,home_office_phones,5,cell_phones
1371,contoso_digital_cordless_expansion_handset_phone_m900_white,contoso,white,15.17,32.99,501,home_office_phones,5,cell_phones
1372,contoso_2line_speakerphone_m109_white,contoso,white,16.55,35.99,501,home_office_phones,5,cell_phones
1373,contoso_phone_with_memory_dialingsingle_line_e88_white,contoso,white,7.23,14.19,501,home_office_phones,5,cell_phones
1374,contoso_phone_with_memory_dialing2_lines_e90_white,contoso,white,8.16,16.0,501,home_office_phones,5,cell_phones
1375,contoso_integrated_business_phone_with_card_l10_white,contoso,white,13.92,42.0,501,home_office_phones,5,cell_phones
1376,contoso_integrated_business_phone_l08_white,contoso,white,10.27,31.0,501,home_office_phones,5,cell_phones
1377,contoso_phone_for_msn_e200_white,contoso,white,8.16,16.0,501,home_office_phones,5,cell_phones
1378,contoso_4line_expandable_cordless_phone_system_m900_white,contoso,white,10.12,22.0,501,home_office_phones,5,cell_phones
1379,contoso_lifestyles_series_big_button_cordless_phone_m800_white,contoso,white,10.58,23.0,501,home_office_phones,5,cell_phones
1380,contoso_bedroom_phone_with_amfm_stereo_and_call_waiting_caller_id_m600_white,contoso,white,9.66,21.0,501,home_office_phones,5,cell_phones
1381,contoso_waterproof_accessory_handset_and_charging_cradle_m609_white,contoso,white,10.57,22.99,501,home_office_phones,5,cell_phones
1382,contoso_singleline_phones_e10_grey,contoso,grey,5.09,9.99,501,home_office_phones,5,cell_phones
1383,contoso_dual_handset_cordless_phone_system_e20_grey,contoso,grey,6.62,12.99,501,home_office_phones,5,cell_phones
1384,contoso_3_handset_cordless_phone_system_e30_grey,contoso,grey,8.66,16.99,501,home_office_phones,5,cell_phones
1385,contoso_multiline_phones_m30_grey,contoso,grey,10.57,22.99,501,home_office_phones,5,cell_phones
1386,contoso_ksuless_key_system_m38_grey,contoso,grey,12.41,26.99,501,home_office_phones,5,cell_phones
1387,contoso_hybrid_system_m60_grey,contoso,grey,13.33,28.99,501,home_office_phones,5,cell_phones
1388,contoso_private_branch_exchange_m88_grey,contoso,grey,15.17,32.99,501,home_office_phones,5,cell_phones
1389,contoso_4_handset_cordless_phone_system_m86_grey,contoso,grey,16.55,35.99,501,home_office_phones,5,cell_phones
1390,contoso_private_automatic_branch_exchange_m65_grey,contoso,grey,17.93,38.99,501,home_office_phones,5,cell_phones
1391,contoso_electronic_private_automatic_branch_exchange_m90_grey,contoso,grey,18.39,39.99,501,home_office_phones,5,cell_phones
1392,contoso_centrex_phone_system_l10_grey,contoso,grey,14.24,42.99,501,home_office_phones,5,cell_phones
1393,contoso_in_front_of_centrex_l15_grey,contoso,grey,15.57,46.99,501,home_office_phones,5,cell_phones
1394,contoso_behind_centrex_x15_grey,contoso,grey,16.56,49.99,501,home_office_phones,5,cell_phones
1395,contoso_phone_with_13number_memory_210_m301_grey,contoso,grey,7.81,16.99,501,home_office_phones,5,cell_phones
1396,contoso_expandable_cordless_phone_system_m008_grey,contoso,grey,10.57,22.99,501,home_office_phones,5,cell_phones
1397,contoso_phone_system_accessory_handset_with_charger_m308_grey,contoso,grey,12.41,26.99,501,home_office_phones,5,cell_phones
1398,contoso_2line_corded_cordless_telephone_m202_grey,contoso,grey,13.33,28.99,501,home_office_phones,5,cell_phones
1399,contoso_4line_corded_cordless_telephone_m203_grey,contoso,grey,15.17,32.99,501,home_office_phones,5,cell_phones
1400,contoso_expandable_3handset_cordless_phone_system_m204_grey,contoso,grey,16.55,35.99,501,home_office_phones,5,cell_phones
1401,contoso_expandable_2handset_cordless_phone_system_m205_grey,contoso,grey,18.48,40.19,501,home_office_phones,5,cell_phones
1402,contoso_expandable_4handset_cordless_phone_system_m206_grey,contoso,grey,20.15,43.81,501,home_office_phones,5,cell_phones
1403,contoso_expandable1handset_cordless_phone_system_m207_grey,contoso,grey,21.82,47.44,501,home_office_phones,5,cell_phones
1404,contoso_digital_cordless_expansion_handset_phone_m900_grey,contoso,grey,15.17,32.99,501,home_office_phones,5,cell_phones
1405,contoso_2line_speakerphone_m109_grey,contoso,grey,16.55,35.99,501,home_office_phones,5,cell_phones
1406,contoso_phone_with_memory_dialingsingle_line_e88_grey,contoso,grey,7.23,14.19,501,home_office_phones,5,cell_phones
1407,contoso_phone_with_memory_dialing2_lines_e90_grey,contoso,grey,8.16,16.0,501,home_office_phones,5,cell_phones
1408,the_phone_company_touch_screen_phone_1600_tft22_l200_black,the_phone_company,black,175.27,529.0,503,touch_screen_phones,5,cell_phones
1409,the_phone_company_touch_screen_phone_1600_tft14_l250_black,the_phone_company,black,195.15,589.0,503,touch_screen_phones,5,cell_phones
1410,the_phone_company_touch_screen_phones_2622_m200_black,the_phone_company,black,105.77,230.0,503,touch_screen_phones,5,cell_phones
1411,the_phone_company_touch_screen_phones_2614_m250_black,the_phone_company,black,123.24,268.0,503,touch_screen_phones,5,cell_phones
1412,the_phone_company_touch_screen_phones_4wireonwall_m302_black,the_phone_company,black,132.9,289.0,503,touch_screen_phones,5,cell_phones
1413,the_phone_company_touch_screen_phones_sawbuiltin_m801_black,the_phone_company,black,137.5,299.0,503,touch_screen_phones,5,cell_phones
1414,the_phone_company_touch_screen_phones_5wirebuiltin_m500_black,the_phone_company,black,117.73,256.0,503,touch_screen_phones,5,cell_phones
1415,the_phone_company_touch_screen_phones_infrared_m901_black,the_phone_company,black,137.96,300.0,503,touch_screen_phones,5,cell_phones
1416,the_phone_company_touch_screen_phones_capacitive_m908_black,the_phone_company,black,141.64,308.0,503,touch_screen_phones,5,cell_phones
1417,the_phone_company_touch_screen_phones_4wire_builtin_m205_black,the_phone_company,black,123.24,268.0,503,touch_screen_phones,5,cell_phones
1418,the_phone_company_touch_screen_phones_sawonwall_m806_black,the_phone_company,black,134.74,293.0,503,touch_screen_phones,5,cell_phones
